fold,repeat,r2,rmse,mae
0,0,0.9863705131461548,0.1558644459487455,0.10802776471581713
1,0,0.549157590882217,1.15407881816137,0.4395272918215916
2,0,-1.132071247682941,1.068088023715071,0.33848563814055066
3,0,0.9860785761819791,0.10143452265811666,0.07609680259144143
4,0,0.5699764801497496,0.8976678871455686,0.28475792649728043
5,1,0.9744631403245915,0.21234243454157503,0.13648591358968346
6,1,0.9222060447030328,0.39302700338487434,0.18654393273157616
7,1,0.8754969414522834,0.5457323995767941,0.18546119437112324
8,1,-0.14572268019228085,1.0531102614936598,0.2952306062030779
9,1,0.9800211811343121,0.13685772830857343,0.0924482219821942
10,2,0.9879705726308032,0.12983225925207317,0.1041279081566974
11,2,0.41506389117603426,1.093741728734561,0.3270792641002669
12,2,0.9804823788142709,0.1355557889706503,0.09190230281566522
13,2,0.6775462961321874,0.6718349574940865,0.273958879256951
14,2,0.8849169519092044,0.5438920466171392,0.20535260191536903
15,3,0.9865333246146113,0.12164105644498975,0.09461555004167285
16,3,0.9843174370167729,0.13916002983493225,0.09367465069756484
17,3,0.22269968582917077,1.5250963377094016,0.6944519447726696
18,3,0.0608703535375168,1.0700690041355594,0.3436710425341293
19,3,0.9920654987969822,0.10914692178087149,0.08450629266900309
20,4,0.9441414264455366,0.2226461555122304,0.1517406430976581
21,4,0.9221856215855493,0.40550613315165207,0.1906475992101199
22,4,0.9940255650053261,0.08942726260727489,0.07222793368243637
23,4,0.8830484302548287,0.5584902216179671,0.21952505901359953
24,4,-0.021487964318610775,1.0459924382567056,0.30656379926359534
25,5,0.27967462507259777,1.0360203244722441,0.31011785954942483
26,5,0.970885527699687,0.17159658327740215,0.11795312946168246
27,5,0.4409062763872095,1.1573211222931288,0.33666330206798195
28,5,0.9672613165482211,0.19360175845790137,0.1534028096530845
29,5,0.9281629595241259,0.4171223921097007,0.19601561953149546
30,6,0.9852404695238401,0.1185673505905175,0.09889497718270328
31,6,0.9602574709712184,0.2678540399760869,0.19104752844080214
32,6,0.9778201287752185,0.16969486913235174,0.11759539096790055
33,6,0.23054951169080895,1.0787703798579447,0.3607629997808477
34,6,0.4485278506699988,1.2434927728196898,0.45606511950781864
35,7,0.9803073489946014,0.13395287421044783,0.0958745521243422
36,7,0.8322720630621138,0.6484425831223257,0.3292403392181253
37,7,0.9771542857941549,0.14310921043475042,0.11123877170767087
38,7,0.8851297041155145,0.49192760890023846,0.21311916888520127
39,7,-0.08770148500402897,1.038965265017042,0.29933754273362834
40,8,0.5462317125975369,0.9377269242409567,0.3192638391694823
41,8,0.9837998402138358,0.12434158211943026,0.08319533063200509
42,8,-0.15003386928087248,1.0521889884418487,0.3309665536614497
43,8,-1.4101890293677886,2.3773533429533433,0.6200752555130497
44,8,0.5581250632234117,0.9253708486218363,0.4680788961782307
45,9,0.9768394168950314,0.14557815401999386,0.09358846514570296
46,9,0.4136420488928021,1.05918573289025,0.34076784860909043
47,9,0.9868929357053845,0.11492009403308022,0.08088245091052669
48,9,0.935165172761084,0.39610140998703247,0.18660201440577653
49,9,0.8622508644642117,0.5403032578718455,0.1897648820656719
